obsid,siteid,plot,date_sampled,sciname ,diameter,condition
476,5,B,6/13/11,Picea engelmannii,5.22,dry
477,5,B,6/13/11,Picea engelmannii,9.62,dry
478,5,B,6/13/11,Picea engelmannii,8.79,dry
479,5,B,6/13/11,Picea engelmannii,14.13,dry
480,5,B,6/13/11,Picea engelmannii,16.35,normal
481,5,B,6/13/11,Picea engelmannii,22.48,normal
482,5,B,6/13/11,Picea engelmannii,24.03,dry
483,5,B,6/13/11,Picea engelmannii,29.33,normal
484,5,B,6/13/11,Picea engelmannii,34.4,dry
485,5,B,6/13/11,Picea engelmannii,37.89,dry
486,5,B,6/13/11,Picea engelmannii,63.17,normal
487,5,B,6/13/11,Sambucus racemosa,1.34,dry
488,5,B,6/13/11,Pseudotsuga menziesii,4.33,dry
489,5,B,6/13/11,Pseudotsuga menziesii,16.22,normal
490,5,B,6/13/11,Pseudotsuga menziesii,22.23,normal
491,5,B,6/13/11,Pseudotsuga menziesii,49.59,dry
492,5,B,6/13/11,Jamesia americana,2.42,dry
493,5,B,6/13/11,Abies lasiocarpa,4.23,normal
494,5,B,6/13/11,Abies lasiocarpa,6.21,dry
495,5,B,6/10/12,Picea engelmannii,1.23,dry
496,5,B,6/10/12,Picea engelmannii,4.2,normal
497,5,B,6/10/12,Picea engelmannii,3.19,normal
498,5,B,6/10/12,Picea engelmannii,5.56,dry
499,5,B,6/10/12,Picea engelmannii,7.84,dry
500,5,B,6/10/12,Picea engelmannii,13.37,normal
501,5,B,6/10/12,Picea engelmannii,13.68,normal
502,5,B,6/10/12,Picea engelmannii,22.46,dry
503,5,B,6/10/12,Sambucus racemosa,17.06,dry
504,5,B,6/10/12,Pseudotsuga menziesii,49.9,normal
505,5,B,6/10/12,Pseudotsuga menziesii,1.25,dry
506,5,B,6/10/12,Pseudotsuga menziesii,2.6,normal
507,5,B,6/10/12,Pseudotsuga menziesii,5.17,dry
508,5,B,6/10/12,Jamesia americana,7.52,dry
509,5,B,6/10/12,Abies lasiocarpa,9.81,normal
510,5,B,6/10/12,Abies lasiocarpa,13.15,dry
511,5,B,6/10/12,Abies lasiocarpa,17.46,normal
512,5,B,6/10/12,Abies lasiocarpa,17.89,dry
513,5,B,6/10/12,Abies lasiocarpa,18.91,dry
514,5,B,6/10/12,Abies lasiocarpa,23.44,normal
515,5,B,6/10/12,Abies lasiocarpa,23.22,normal
516,6,A,6/13/11,Abies lasiocarpa,35.21,normal
517,6,A,6/13/11,Picea engelmannii,4.86,dry
518,6,A,6/13/11,Picea engelmannii,8.92,dry
519,6,A,6/13/11,Picea engelmannii,11.14,dry
520,6,A,6/13/11,Picea engelmannii,10.95,dry
521,6,A,6/13/11,Picea engelmannii,16.59,normal
522,6,A,6/13/11,Picea engelmannii,20.33,normal
523,6,A,6/13/11,Picea engelmannii,23.99,dry
524,6,A,6/13/11,Picea engelmannii,31.89,normal
525,6,A,6/13/11,Picea engelmannii,32.9,dry
526,6,A,6/13/11,Picea engelmannii,36.53,dry
527,6,A,6/13/11,Picea engelmannii,61.69,normal
528,6,A,6/13/11,Sambucus racemosa,3.96,dry
529,6,A,6/13/11,Pseudotsuga menziesii,4.35,dry
530,6,A,6/13/11,Pseudotsuga menziesii,15.74,normal
531,6,A,6/13/11,Pseudotsuga menziesii,20.35,normal
532,6,A,6/13/11,Pseudotsuga menziesii,49.85,dry
533,6,A,6/13/11,Jamesia americana,3.49,dry
534,6,A,6/13/11,Abies lasiocarpa,1.58,normal
535,6,A,6/13/11,Abies lasiocarpa,4.96,dry
536,6,A,6/13/11,Abies lasiocarpa,8.83,normal
537,6,A,6/13/11,Abies lasiocarpa,9.83,dry
538,6,A,6/13/11,Abies lasiocarpa,11.52,dry
539,6,A,6/13/11,Abies lasiocarpa,15.14,normal
540,6,A,6/13/11,Abies lasiocarpa,20.9,normal
541,6,A,6/13/11,Abies lasiocarpa,18.72,dry
542,6,A,6/13/11,Abies lasiocarpa,23.04,dry
543,6,A,6/13/11,Abies lasiocarpa,26.01,normal
544,6,A,6/13/11,Abies lasiocarpa,27.84,dry
545,6,A,6/13/11,Abies lasiocarpa,29.84,normal
546,6,A,6/13/11,Picea engelmannii,31.07,dry
547,6,A,6/10/12,Abies lasiocarpa,33.28,normal
548,6,A,6/10/12,Picea engelmannii,7.19,dry
549,6,A,6/10/12,Picea engelmannii,9.03,dry
550,6,A,6/10/12,Picea engelmannii,47.81,dry
551,6,A,6/10/12,Picea engelmannii,1.59,dry
552,6,A,6/10/12,Picea engelmannii,1.61,normal
553,6,A,6/10/12,Picea engelmannii,5.63,normal
554,6,A,6/10/12,Picea engelmannii,5.09,dry
555,6,A,6/10/12,Picea engelmannii,8.33,dry
556,6,A,6/10/12,Picea engelmannii,11.71,normal
557,6,A,6/10/12,Picea engelmannii,15.66,normal
558,6,A,6/10/12,Picea engelmannii,19.98,dry
559,6,A,6/10/12,Sambucus racemosa,17.66,dry
560,6,A,6/10/12,Pseudotsuga menziesii,49.61,normal
561,6,A,6/10/12,Pseudotsuga menziesii,4.19,dry
562,6,A,6/10/12,Pseudotsuga menziesii,4.6,normal
563,6,A,6/10/12,Pseudotsuga menziesii,4.08,dry
564,6,A,6/10/12,Jamesia americana,9.23,dry
565,6,A,6/10/12,Abies lasiocarpa,11.34,normal
566,6,A,6/10/12,Abies lasiocarpa,10.31,dry
567,6,A,6/10/12,Abies lasiocarpa,14.79,normal
568,6,A,6/10/12,Abies lasiocarpa,20.27,dry
569,6,A,6/10/12,Abies lasiocarpa,15.8,dry
570,6,A,6/10/12,Abies lasiocarpa,23.06,normal
571,6,A,6/10/12,Abies lasiocarpa,25.9,normal
572,6,A,6/10/12,Abies lasiocarpa,27.44,dry
573,6,A,6/10/12,Abies lasiocarpa,31.06,dry
574,6,A,6/10/12,Abies lasiocarpa,27.24,normal
575,6,A,6/10/12,Abies lasiocarpa,29.66,dry
576,6,A,6/10/12,Abies lasiocarpa,31.47,normal
577,6,A,6/10/12,Picea engelmannii,28.22,dry
578,6,B,6/13/11,Abies lasiocarpa,30.83,normal
579,6,B,6/13/11,Picea engelmannii,5.15,dry
580,6,B,6/13/11,Picea engelmannii,7.99,dry
581,6,B,6/13/11,Picea engelmannii,11.96,dry
582,6,B,6/13/11,Picea engelmannii,14.66,dry
583,6,B,6/13/11,Picea engelmannii,15.8,normal
584,6,B,6/13/11,Picea engelmannii,20.81,normal
585,6,B,6/13/11,Picea engelmannii,27.44,dry
586,6,B,6/13/11,Picea engelmannii,32.42,normal
587,6,B,6/13/11,Picea engelmannii,31.79,dry
588,6,B,6/13/11,Picea engelmannii,36.46,dry
589,6,B,6/13/11,Picea engelmannii,60.18,normal
590,6,B,6/13/11,Sambucus racemosa,0.99,dry
591,6,B,6/13/11,Pseudotsuga menziesii,5.06,dry
592,6,B,6/13/11,Pseudotsuga menziesii,15.74,normal
593,6,B,6/13/11,Pseudotsuga menziesii,20.84,normal
594,6,B,6/13/11,Pseudotsuga menziesii,47.52,dry
595,6,B,6/13/11,Jamesia americana,4.15,dry
596,6,B,6/13/11,Abies lasiocarpa,5.44,normal
597,6,B,6/13/11,Abies lasiocarpa,7.21,dry
598,6,B,6/10/12,Picea engelmannii,3.56,dry
599,6,B,6/10/12,Picea engelmannii,4.71,normal
600,6,B,6/10/12,Picea engelmannii,3.29,normal
601,6,B,6/10/12,Picea engelmannii,7.4,dry
602,6,B,6/10/12,Picea engelmannii,8.47,dry
603,6,B,6/10/12,Picea engelmannii,14.15,normal
604,6,B,6/10/12,Picea engelmannii,17.06,normal
605,6,B,6/10/12,Picea engelmannii,18.41,dry
606,6,B,6/10/12,Sambucus racemosa,16.55,dry
607,6,B,6/10/12,Pseudotsuga menziesii,47.76,normal
608,6,B,6/10/12,Pseudotsuga menziesii,2.9,dry
609,6,B,6/10/12,Pseudotsuga menziesii,3.35,normal
610,6,B,6/10/12,Pseudotsuga menziesii,6.58,dry
611,6,B,6/10/12,Jamesia americana,8.96,dry
612,6,B,6/10/12,Abies lasiocarpa,11.35,normal
613,6,B,6/10/12,Abies lasiocarpa,13.32,dry
614,6,B,6/10/12,Abies lasiocarpa,15.7,normal
615,6,B,6/10/12,Abies lasiocarpa,19.86,dry
616,6,B,6/10/12,Abies lasiocarpa,17.62,dry
617,6,B,6/10/12,Abies lasiocarpa,24.45,normal
618,6,B,6/10/12,Abies lasiocarpa,23.07,normal
619,7,A,6/13/11,Abies lasiocarpa,32.22,normal
620,7,A,6/13/11,Picea engelmannii,5.29,dry
621,7,A,6/13/11,Picea engelmannii,8.85,dry
622,7,A,6/13/11,Picea engelmannii,11.36,dry
623,7,A,6/13/11,Picea engelmannii,13.02,dry
624,7,A,6/13/11,Picea engelmannii,14.67,normal
625,7,A,6/13/11,Picea engelmannii,20.43,normal
626,7,A,6/13/11,Picea engelmannii,23.3,dry
627,7,A,6/13/11,Picea engelmannii,29.56,normal
628,7,A,6/13/11,Picea engelmannii,32.39,dry
629,7,A,6/13/11,Picea engelmannii,36.03,dry
630,7,A,6/13/11,Picea engelmannii,58.57,normal
631,7,A,6/13/11,Sambucus racemosa,1.1,dry
632,7,A,6/13/11,Pseudotsuga menziesii,5.46,dry
633,7,A,6/13/11,Pseudotsuga menziesii,13.96,normal
634,7,A,6/13/11,Pseudotsuga menziesii,20.7,normal
635,7,A,6/13/11,Pseudotsuga menziesii,47.3,dry
636,7,A,6/13/11,Jamesia americana,3.59,dry
637,7,A,6/13/11,Abies lasiocarpa,4.25,normal
638,7,A,6/13/11,Abies lasiocarpa,4.3,dry
639,7,A,6/13/11,Abies lasiocarpa,7.54,normal
640,7,A,6/13/11,Abies lasiocarpa,11.1,dry
641,7,A,6/13/11,Abies lasiocarpa,11.62,dry
642,7,A,6/13/11,Abies lasiocarpa,14.59,normal
643,7,A,6/13/11,Abies lasiocarpa,18.28,normal
644,7,A,6/13/11,Abies lasiocarpa,16.17,dry
645,7,A,6/13/11,Abies lasiocarpa,24.6,dry
646,7,A,6/13/11,Abies lasiocarpa,23.02,normal
647,7,A,6/13/11,Abies lasiocarpa,28.68,dry
648,7,A,6/13/11,Abies lasiocarpa,32.91,normal
649,7,A,6/13/11,Picea engelmannii,28.03,dry
650,7,A,6/10/12,Abies lasiocarpa,33.8,normal
651,7,A,6/10/12,Picea engelmannii,2.79,dry
652,7,A,6/10/12,Picea engelmannii,5.81,dry
653,7,A,6/10/12,Picea engelmannii,46.24,dry
654,7,A,6/10/12,Picea engelmannii,4.12,dry
655,7,A,6/10/12,Picea engelmannii,2.96,normal
656,7,A,6/10/12,Picea engelmannii,3.99,normal
657,7,A,6/10/12,Picea engelmannii,8.38,dry
658,7,A,6/10/12,Picea engelmannii,12.62,dry
659,7,A,6/10/12,Picea engelmannii,10.68,normal
660,7,A,6/10/12,Picea engelmannii,16.19,normal
661,7,A,6/10/12,Picea engelmannii,22.2,dry
662,7,A,6/10/12,Sambucus racemosa,19.88,dry
663,7,A,6/10/12,Pseudotsuga menziesii,49.14,normal
664,7,A,6/10/12,Pseudotsuga menziesii,4.05,dry
665,7,A,6/10/12,Pseudotsuga menziesii,1.34,normal
666,7,A,6/10/12,Pseudotsuga menziesii,5.61,dry
667,7,A,6/10/12,Jamesia americana,9.51,dry
668,7,A,6/10/12,Abies lasiocarpa,12.54,normal
669,7,A,6/10/12,Abies lasiocarpa,12.49,dry
670,7,A,6/10/12,Abies lasiocarpa,12.79,normal
671,7,A,6/10/12,Abies lasiocarpa,21.11,dry
672,7,A,6/10/12,Abies lasiocarpa,15.73,dry
673,7,A,6/10/12,Abies lasiocarpa,22.41,normal
674,7,A,6/10/12,Abies lasiocarpa,25.82,normal
675,7,A,6/10/12,Abies lasiocarpa,25.5,dry
676,7,A,6/10/12,Abies lasiocarpa,31.88,dry
677,7,A,6/10/12,Abies lasiocarpa,28.45,normal
678,7,A,6/10/12,Abies lasiocarpa,29.52,dry
679,7,A,6/10/12,Abies lasiocarpa,32.69,normal
680,7,A,6/10/12,Picea engelmannii,26.89,dry
681,7,B,6/13/11,Abies lasiocarpa,31.47,normal
682,7,B,6/13/11,Picea engelmannii,5.24,dry
683,7,B,6/13/11,Picea engelmannii,8.6,dry
684,7,B,6/13/11,Picea engelmannii,10.68,dry
685,7,B,6/13/11,Picea engelmannii,12.38,dry
686,7,B,6/13/11,Picea engelmannii,14.11,normal
687,7,B,6/13/11,Picea engelmannii,20.86,normal
688,7,B,6/13/11,Picea engelmannii,26.92,dry
689,7,B,6/13/11,Picea engelmannii,32.64,normal
690,7,B,6/13/11,Picea engelmannii,30.62,dry
691,7,B,6/13/11,Picea engelmannii,37.38,dry
692,7,B,6/13/11,Picea engelmannii,62.91,normal
693,7,B,6/13/11,Sambucus racemosa,4.96,dry
694,7,B,6/13/11,Pseudotsuga menziesii,0.96,dry
695,7,B,6/13/11,Pseudotsuga menziesii,15.55,normal
696,7,B,6/13/11,Pseudotsuga menziesii,21.71,normal
697,7,B,6/13/11,Pseudotsuga menziesii,47.5,dry
698,7,B,6/13/11,Jamesia americana,0.79,dry
699,7,B,6/13/11,Abies lasiocarpa,2.33,normal
700,7,B,6/13/11,Abies lasiocarpa,3.5,dry
701,7,B,6/10/12,Picea engelmannii,4.43,dry
702,7,B,6/10/12,Picea engelmannii,3.25,normal
703,7,B,6/10/12,Picea engelmannii,3.16,normal
704,7,B,6/10/12,Picea engelmannii,8.4,dry
705,7,B,6/10/12,Picea engelmannii,8.76,dry
706,7,B,6/10/12,Picea engelmannii,11.41,normal
707,7,B,6/10/12,Picea engelmannii,14.75,normal
708,7,B,6/10/12,Picea engelmannii,20.44,dry
709,7,B,6/10/12,Sambucus racemosa,16.77,dry
710,7,B,6/10/12,Pseudotsuga menziesii,47.43,normal
711,7,B,6/10/12,Pseudotsuga menziesii,1.74,dry
712,7,B,6/10/12,Pseudotsuga menziesii,1.32,normal
713,7,B,6/10/12,Pseudotsuga menziesii,6.37,dry
714,7,B,6/10/12,Jamesia americana,8.1,dry
715,7,B,6/10/12,Abies lasiocarpa,11.96,normal
716,7,B,6/10/12,Abies lasiocarpa,14.12,dry
717,7,B,6/10/12,Abies lasiocarpa,15.1,normal
718,7,B,6/10/12,Abies lasiocarpa,20.55,dry
719,7,B,6/10/12,Abies lasiocarpa,19.38,dry
720,7,B,6/10/12,Abies lasiocarpa,21.48,normal
721,7,B,6/10/12,Abies lasiocarpa,25.66,normal
722,8,A,6/13/11,Abies lasiocarpa,31.63,normal
723,8,A,6/13/11,Picea engelmannii,4.54,dry
724,8,A,6/13/11,Picea engelmannii,8.33,dry
725,8,A,6/13/11,Picea engelmannii,12.06,dry
726,8,A,6/13/11,Picea engelmannii,14.47,dry
727,8,A,6/13/11,Picea engelmannii,16.08,normal
728,8,A,6/13/11,Picea engelmannii,19.41,normal
729,8,A,6/13/11,Picea engelmannii,23.75,dry
730,8,A,6/13/11,Picea engelmannii,30.61,normal
731,8,A,6/13/11,Picea engelmannii,33.59,dry
732,8,A,6/13/11,Picea engelmannii,36.19,dry
733,8,A,6/13/11,Picea engelmannii,58.95,normal
734,8,A,6/13/11,Sambucus racemosa,2.03,dry
735,8,A,6/13/11,Pseudotsuga menziesii,3.18,dry
736,8,A,6/13/11,Pseudotsuga menziesii,13.08,normal
737,8,A,6/13/11,Pseudotsuga menziesii,22.07,normal
738,8,A,6/13/11,Pseudotsuga menziesii,47.97,dry
739,8,A,6/13/11,Jamesia americana,4.78,dry
740,8,A,6/13/11,Abies lasiocarpa,3.99,normal
741,8,A,6/13/11,Abies lasiocarpa,4.08,dry
742,8,A,6/13/11,Abies lasiocarpa,7.46,normal
743,8,A,6/13/11,Abies lasiocarpa,9.83,dry
744,8,A,6/13/11,Abies lasiocarpa,12.48,dry
745,8,A,6/13/11,Abies lasiocarpa,14.8,normal
746,8,A,6/13/11,Abies lasiocarpa,19.69,normal
747,8,A,6/13/11,Abies lasiocarpa,17.18,dry
748,8,A,6/13/11,Abies lasiocarpa,23.73,dry
749,8,A,6/13/11,Abies lasiocarpa,23.34,normal
750,8,A,6/13/11,Abies lasiocarpa,26.03,dry
751,8,A,6/13/11,Abies lasiocarpa,29.69,normal
752,8,A,6/13/11,Picea engelmannii,26.69,dry
753,8,A,6/10/12,Abies lasiocarpa,35.3,normal
754,8,A,6/10/12,Picea engelmannii,5.37,dry
755,8,A,6/10/12,Picea engelmannii,8.05,dry
756,8,A,6/10/12,Picea engelmannii,47.1,dry
757,8,A,6/10/12,Picea engelmannii,2.02,dry
758,8,A,6/10/12,Picea engelmannii,4.93,normal
759,8,A,6/10/12,Picea engelmannii,4.01,normal
760,8,A,6/10/12,Picea engelmannii,8.16,dry
761,8,A,6/10/12,Picea engelmannii,12.46,dry
762,8,A,6/10/12,Picea engelmannii,11.73,normal
763,8,A,6/10/12,Picea engelmannii,17.19,normal
764,8,A,6/10/12,Picea engelmannii,19.54,dry
765,8,A,6/10/12,Sambucus racemosa,19.67,dry
766,8,A,6/10/12,Pseudotsuga menziesii,47.52,normal
767,8,A,6/10/12,Pseudotsuga menziesii,1.74,dry
768,8,A,6/10/12,Pseudotsuga menziesii,2.44,normal
769,8,A,6/10/12,Pseudotsuga menziesii,4.79,dry
770,8,A,6/10/12,Jamesia americana,8.06,dry
771,8,A,6/10/12,Abies lasiocarpa,12.17,normal
772,8,A,6/10/12,Abies lasiocarpa,10.56,dry
773,8,A,6/10/12,Abies lasiocarpa,12.92,normal
774,8,A,6/10/12,Abies lasiocarpa,20.46,dry
775,8,A,6/10/12,Abies lasiocarpa,19.81,dry
776,8,A,6/10/12,Abies lasiocarpa,22.85,normal
777,8,A,6/10/12,Abies lasiocarpa,25.89,normal
778,8,A,6/10/12,Abies lasiocarpa,27.43,dry
779,8,A,6/10/12,Abies lasiocarpa,28.66,dry
780,8,A,6/10/12,Abies lasiocarpa,31.02,normal
781,8,A,6/10/12,Abies lasiocarpa,28.31,dry
782,8,A,6/10/12,Abies lasiocarpa,29.47,normal
783,8,A,6/10/12,Picea engelmannii,27.42,dry
784,8,B,6/13/11,Abies lasiocarpa,34.56,normal
785,8,B,6/13/11,Picea engelmannii,4.69,dry
786,8,B,6/13/11,Picea engelmannii,8.19,dry
787,8,B,6/13/11,Picea engelmannii,10.22,dry
788,8,B,6/13/11,Picea engelmannii,10.76,dry
789,8,B,6/13/11,Picea engelmannii,12.83,normal
790,8,B,6/13/11,Picea engelmannii,21.44,normal
791,8,B,6/13/11,Picea engelmannii,25.38,dry
792,8,B,6/13/11,Picea engelmannii,32.28,normal
793,8,B,6/13/11,Picea engelmannii,31.13,dry
794,8,B,6/13/11,Picea engelmannii,36.92,dry
795,8,B,6/13/11,Picea engelmannii,62.16,normal
796,8,B,6/13/11,Sambucus racemosa,4.08,dry
797,8,B,6/13/11,Pseudotsuga menziesii,3.98,dry
798,8,B,6/13/11,Pseudotsuga menziesii,16.24,normal
799,8,B,6/13/11,Pseudotsuga menziesii,22.37,normal
800,8,B,6/13/11,Pseudotsuga menziesii,48.97,dry
801,8,B,6/13/11,Jamesia americana,1.03,dry
802,8,B,6/13/11,Abies lasiocarpa,3.43,normal
803,8,B,6/13/11,Abies lasiocarpa,7.46,dry
804,8,B,6/10/12,Picea engelmannii,4.16,dry
805,8,B,6/10/12,Picea engelmannii,1.98,normal
806,8,B,6/10/12,Picea engelmannii,6.09,normal
807,8,B,6/10/12,Picea engelmannii,7.94,dry
808,8,B,6/10/12,Picea engelmannii,8.84,dry
809,8,B,6/10/12,Picea engelmannii,12.94,normal
810,8,B,6/10/12,Picea engelmannii,14.08,normal
811,8,B,6/10/12,Picea engelmannii,22.43,dry
812,8,B,6/10/12,Sambucus racemosa,19.26,dry
813,8,B,6/10/12,Pseudotsuga menziesii,50.59,normal
814,8,B,6/10/12,Pseudotsuga menziesii,1.89,dry
815,8,B,6/10/12,Pseudotsuga menziesii,4.06,normal
816,8,B,6/10/12,Pseudotsuga menziesii,3.61,dry
817,8,B,6/10/12,Jamesia americana,6.2,dry
818,8,B,6/10/12,Abies lasiocarpa,12.07,normal
819,8,B,6/10/12,Abies lasiocarpa,12.45,dry
820,8,B,6/10/12,Abies lasiocarpa,15.71,normal
821,8,B,6/10/12,Abies lasiocarpa,18.53,dry
822,8,B,6/10/12,Abies lasiocarpa,15.54,dry
823,8,B,6/10/12,Abies lasiocarpa,21.9,normal
824,8,B,6/10/12,Abies lasiocarpa,26.7,normal
825,9,A,6/13/11,Abies lasiocarpa,34.19,normal
826,9,A,6/13/11,Picea engelmannii,7.1,dry
827,9,A,6/13/11,Picea engelmannii,9.47,dry
828,9,A,6/13/11,Picea engelmannii,11.24,dry
829,9,A,6/13/11,Picea engelmannii,11.11,dry
830,9,A,6/13/11,Picea engelmannii,13.35,normal
831,9,A,6/13/11,Picea engelmannii,22.66,normal
832,9,A,6/13/11,Picea engelmannii,27.34,dry
833,9,A,6/13/11,Picea engelmannii,29.3,normal
834,9,A,6/13/11,Picea engelmannii,35.16,dry
835,9,A,6/13/11,Picea engelmannii,37.97,dry
836,9,A,6/13/11,Picea engelmannii,59.65,normal
837,9,A,6/13/11,Sambucus racemosa,3.67,dry
838,9,A,6/13/11,Pseudotsuga menziesii,3.93,dry
839,9,A,6/13/11,Pseudotsuga menziesii,15.38,normal
840,9,A,6/13/11,Pseudotsuga menziesii,20.55,normal
841,9,A,6/13/11,Pseudotsuga menziesii,47.62,dry
842,9,A,6/13/11,Jamesia americana,1.33,dry
843,9,A,6/13/11,Abies lasiocarpa,4.65,normal
844,9,A,6/13/11,Abies lasiocarpa,2.86,dry
845,9,A,6/13/11,Abies lasiocarpa,9.33,normal
846,9,A,6/13/11,Abies lasiocarpa,8.94,dry
847,9,A,6/13/11,Abies lasiocarpa,13.95,dry
848,9,A,6/13/11,Abies lasiocarpa,16.15,normal
849,9,A,6/13/11,Abies lasiocarpa,20.43,normal
850,9,A,6/13/11,Abies lasiocarpa,18.78,dry
851,9,A,6/13/11,Abies lasiocarpa,21.63,dry
852,9,A,6/13/11,Abies lasiocarpa,23.5,normal
853,9,A,6/13/11,Abies lasiocarpa,29.87,dry
854,9,A,6/13/11,Abies lasiocarpa,31.53,normal
855,9,A,6/13/11,Picea engelmannii,28.61,dry
856,9,A,6/10/12,Abies lasiocarpa,35.44,normal
857,9,A,6/10/12,Picea engelmannii,6.15,dry
858,9,A,6/10/12,Picea engelmannii,5.46,dry
859,9,A,6/10/12,Picea engelmannii,46.48,dry
860,9,A,6/10/12,Picea engelmannii,5.45,dry
861,9,A,6/10/12,Picea engelmannii,3.07,normal
862,9,A,6/10/12,Picea engelmannii,2.84,normal
863,9,A,6/10/12,Picea engelmannii,9.11,dry
864,9,A,6/10/12,Picea engelmannii,8.77,dry
865,9,A,6/10/12,Picea engelmannii,12.3,normal
866,9,A,6/10/12,Picea engelmannii,17.08,normal
867,9,A,6/10/12,Picea engelmannii,20.37,dry
868,9,A,6/10/12,Sambucus racemosa,18.42,dry
869,9,A,6/10/12,Pseudotsuga menziesii,49.88,normal
870,9,A,6/10/12,Pseudotsuga menziesii,2.3,dry
871,9,A,6/10/12,Pseudotsuga menziesii,1.64,normal
872,9,A,6/10/12,Pseudotsuga menziesii,4.59,dry
873,9,A,6/10/12,Jamesia americana,7.04,dry
874,9,A,6/10/12,Abies lasiocarpa,8.91,normal
875,9,A,6/10/12,Abies lasiocarpa,11.29,dry
876,9,A,6/10/12,Abies lasiocarpa,14.56,normal
877,9,A,6/10/12,Abies lasiocarpa,18.1,dry
878,9,A,6/10/12,Abies lasiocarpa,16.1,dry
879,9,A,6/10/12,Abies lasiocarpa,22.37,normal
880,9,A,6/10/12,Abies lasiocarpa,24.75,normal
881,9,A,6/10/12,Abies lasiocarpa,29.06,dry
882,9,A,6/10/12,Abies lasiocarpa,29.7,dry
883,9,A,6/10/12,Abies lasiocarpa,29.31,normal
884,9,A,6/10/12,Abies lasiocarpa,28.85,dry
885,9,A,6/10/12,Abies lasiocarpa,31.08,normal
886,9,A,6/10/12,Picea engelmannii,28.5,dry
887,9,B,6/13/11,Abies lasiocarpa,32.17,normal
888,9,B,6/13/11,Picea engelmannii,7.52,dry
889,9,B,6/13/11,Picea engelmannii,8.14,dry
890,9,B,6/13/11,Picea engelmannii,8.78,dry
891,9,B,6/13/11,Picea engelmannii,12.63,dry
892,9,B,6/13/11,Picea engelmannii,13.98,normal
893,9,B,6/13/11,Picea engelmannii,18.77,normal
894,9,B,6/13/11,Picea engelmannii,27.2,dry
895,9,B,6/13/11,Picea engelmannii,29.94,normal
896,9,B,6/13/11,Picea engelmannii,35.38,dry
897,9,B,6/13/11,Picea engelmannii,38.91,dry
898,9,B,6/13/11,Picea engelmannii,59.41,normal
899,9,B,6/13/11,Sambucus racemosa,1.27,dry
900,9,B,6/13/11,Pseudotsuga menziesii,0.87,dry
901,9,B,6/13/11,Pseudotsuga menziesii,17.55,normal
902,9,B,6/13/11,Pseudotsuga menziesii,19.6,normal
903,9,B,6/13/11,Pseudotsuga menziesii,48.85,dry
904,9,B,6/13/11,Jamesia americana,2.14,dry
905,9,B,6/13/11,Abies lasiocarpa,5.38,normal
906,9,B,6/13/11,Abies lasiocarpa,5.67,dry
907,9,B,6/10/12,Picea engelmannii,4.99,dry
908,9,B,6/10/12,Picea engelmannii,5.22,normal
909,9,B,6/10/12,Picea engelmannii,4.83,normal
910,9,B,6/10/12,Picea engelmannii,9.35,dry
911,9,B,6/10/12,Picea engelmannii,11.28,dry
912,9,B,6/10/12,Picea engelmannii,14.91,normal
913,9,B,6/10/12,Picea engelmannii,15.95,normal
914,9,B,6/10/12,Picea engelmannii,22.72,dry
915,9,B,6/10/12,Sambucus racemosa,17.17,dry
916,9,B,6/10/12,Pseudotsuga menziesii,49.81,normal
917,9,B,6/10/12,Pseudotsuga menziesii,0.68,dry
918,9,B,6/10/12,Pseudotsuga menziesii,1.73,normal
919,9,B,6/10/12,Pseudotsuga menziesii,6.51,dry
920,9,B,6/10/12,Jamesia americana,9.58,dry
921,9,B,6/10/12,Abies lasiocarpa,8.07,normal
922,9,B,6/10/12,Abies lasiocarpa,12.26,dry
923,9,B,6/10/12,Abies lasiocarpa,17.66,normal
924,9,B,6/10/12,Abies lasiocarpa,22.75,dry
925,9,B,6/10/12,Abies lasiocarpa,18.46,dry
926,9,B,6/10/12,Abies lasiocarpa,23.81,normal
927,9,B,6/10/12,Abies lasiocarpa,27.32,normal
928,10,A,6/13/11,Abies lasiocarpa,30.79,normal
929,10,A,6/13/11,Picea engelmannii,6.42,dry
930,10,A,6/13/11,Picea engelmannii,6.06,dry
931,10,A,6/13/11,Picea engelmannii,12.08,dry
932,10,A,6/13/11,Picea engelmannii,12.99,dry
933,10,A,6/13/11,Picea engelmannii,16.76,normal
934,10,A,6/13/11,Picea engelmannii,22.58,normal
935,10,A,6/13/11,Picea engelmannii,26.71,dry
936,10,A,6/13/11,Picea engelmannii,28.21,normal
937,10,A,6/13/11,Picea engelmannii,33.27,dry
938,10,A,6/13/11,Picea engelmannii,35.94,dry
939,10,A,6/13/11,Picea engelmannii,62.01,normal
940,10,A,6/13/11,Sambucus racemosa,0.99,dry
941,10,A,6/13/11,Pseudotsuga menziesii,3.2,dry
942,10,A,6/13/11,Pseudotsuga menziesii,15.07,normal
943,10,A,6/13/11,Pseudotsuga menziesii,20.23,normal
944,10,A,6/13/11,Pseudotsuga menziesii,50.13,dry
945,10,A,6/13/11,Jamesia americana,5.38,dry
946,10,A,6/13/11,Abies lasiocarpa,1.19,normal
947,10,A,6/13/11,Abies lasiocarpa,7.51,dry
948,10,A,6/13/11,Abies lasiocarpa,9.07,normal
949,10,A,6/13/11,Abies lasiocarpa,10.84,dry
950,10,A,6/13/11,Abies lasiocarpa,11.3,dry
951,10,A,6/13/11,Abies lasiocarpa,16.73,normal
