"FMID","MarketName","Website","street","city","County","State","zip","Season1Date","Season1Time","Season2Date","Season2Time","Season3Date","Season3Time","Season4Date","Season4Time","x","y","Location","Credit","WIC","WICcash","SFMNP","SNAP","Bakedgoods","Cheese","Crafts","Flowers","Eggs","Seafood","Herbs","Vegetables","Honey","Jams","Maple","Meat","Nursery","Nuts","Plants","Poultry","Prepared","Soap","Trees","Wine","updateTime"
1008639,"Crisp! McKinley Park",,"2210 W Pershing Rd.","Chicagi","Cook","Illinois",60609,,"Tue: 11:30 AM-12:30 PM;",,,,,,,-87.679686,41.824881,"Local government building grounds","Y","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 12:37
1008632,"Crisp! New City",,"4845 S Western Blvd.","Chicago","Cook","Illinois",60609,,"Thu: 11:30 AM-12:30 PM;",,,,,,,-87.68376,41.805503,"Private business parking lot","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 15:35
1008657,"Crisp! North/Clybourn-Red Line",,"1599 N Clybourn","Chicago","Cook","Illinois",60642,,"Sat: 11:30 AM-12:30 PM;",,,,,,,-87.64917,41.910784,"Local government building grounds","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 13:17
1008643,"Crisp! Ogden Park",,"6500 S Rafcine Ave.","Chicago","Cook","Illinois",60636,,"Wed: 1:00 PM-2:00 PM;",,,,,,,-87.654437,41.775947,"Local government building grounds","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 12:44
1008663,"Crisp! Paulina-Brown Line",,"3410 N Lincoln Ave.","Chicago","Cook","Illinois",60657,,"Sun: 1:00 PM-2:00 PM;",,,,,,,-87.671391,41.943565,"Local government building grounds","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 13:27
1008625,"Crisp! Rainbow Beach","http://www.crispproduce.wix.com/crisp","2804 E 77th Place","Chicago","Cook","Illinois",60649,,"Tue: 1:00 PM-2:00 PM;",,,,,,,-87.554833,41.7546231,"Private business parking lot","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 12:25
1008640,"Crisp! Sherman Park",,"1301 W 52nd St.","Chicago","Cook","Illinois",60609,,"Tue: 1:00 PM-2:00 PM;",,,,,,,-87.658628,41.799267,"Local government building grounds","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 12:39
1008626,"Crisp! South Shore",,"2355 E 67th St.","Chicago","Cook","Illinois",60649,,"Tue: 3:30 PM-4:30 PM;",,,,,,,-87.5678643,41.7734364,"Private business parking lot","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 12:26
1008628,"Crisp! Washington Heights",,"848 W 103rd St.","Chicago","Cook","Illinois",60624,,"Wed: 1:00 PM-2:00 PM;",,,,,,,-87.6447845,41.7069154,"Private business parking lot","Y","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 12:27
1008641,"Crisp! Washington Park",,"5531 S Martin Luther King Dr.","Chicago","Cook","Illinois",60637,,"Tue: 3:30 PM-4:30 PM;",,,,,,,-87.615927,41.793785,"Local government building grounds","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 12:40
1008658,"Crisp! Wellington-Brown Line",,"945 W Wellington Ave.","Chicago","Cook","Illinois",60657,,"Sat: 1:00 PM-2:00 PM;",,,,,,,-87.653326,41.936269,"Local government building grounds","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 13:20
1008633,"Crisp! West Humboldt Park",,"3656 W Huron St.","Chicago","Cook","Illinois",60624,,"Thu: 1:00 PM-2:00 PM;",,,,,,,-87.7185266,41.8936981,"Private business parking lot","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 12:31
1008666,"Crisp! Western-Brown Line",,"4648 N Western","Chicago","Cook","Illinois",60625,,"Sun: 5:00 PM-6:30 PM;",,,,,,,-87.688879,41.966305,"Local government building grounds","Y","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 13:30
1008655,"Crisp! Western-Pink Line",,"2009 S Western","Chicago","Cook","Illinois",60608,,"Thu: 5:00 PM-6:30 PM;",,,,,,,-87.685663,41.854302,"Local government building grounds","Y","N","N","N","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 13:13
1008520,"Crocker Farms LLC","http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1426","14400 North Route Z","Centralia","Boone","Missouri",65240,,,,,,,,,-92.136565,39.118058,"On a farm from: a barn, a greenhouse, a tent, a stand, etc","Y","N","N","N","N","N","N","N","N","N","N","Y","Y","N","N","N","Y","N","N","N","N","N","N","N","N",6/26/2013 9:37
1006612,"Crockett Farmers Market at Maury City",,"F.M. Old Elementary School","Maury City","Crockett","Tennessee",38050,,,,,,,,,-89.2205,35.8149,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007504,"Cromwell Farmers’ Market",,"52 Missionary Road","Cromwell","Middlesex","Connecticut",6416,,,,,,,,,-72.6629,41.6005,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1006445,"Crookston Farmers Market I",,"Bremer Bank","Crookston","Polk","Minnesota",56716,,,,,,,,,-96.606155,47.774684,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1006446,"Crookston Farmers Market II",,"High School","Crookston",,"Minnesota",56716,,,,,,,,,-96.6035,47.7893,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1006109,"Crosby Farmers Market",,"Main St.","Crosby","Divide","North Dakota",58730,,,,,,,,,-103.297,48.9088,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1006223,"Cross Community Centers Farmers Market",,"1690 Old Hwy. 6","Cross","Berkeley","South Carolina",29436,"06/01/2013 to 09/28/2013","Tue: 8:30 AM-11:00 AM;Sat: 8:30 AM-11:00 AM;",,,,,,,-80.213177,33.372309,"Other","Y","N","Y","Y","N","N","N","Y","N","N","N","N","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N",6/13/2013 19:19
1007226,"Cross County Farmers Market",,"705 E. Union Ave.","Wynne","Cross","Arkansas",72396,"05/04/2013 to 11/02/2013","Tue: 8:00 AM-12:00 PM;Thu: 8:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;",,,,,,,-90.78618,35.22325,"Local government building grounds","Y","Y","N","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N",6/12/2013 10:36
1005857,"Cross Mills Farmers Market","http://www.crossmillsfarmersmarket.com","4219 Old Post Road","Charlestown","Washington","Rhode Island",2813,"May to October","Sat:9:00 AM - 1:00 PM;",,,,,,,-71.6337632,41.3826254,"Private business parking lot","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N",5/29/2012 17:42
1006197,"Cross Timbers Food Cooperative","http://www.crosstimbers.locallygrown.net",,"Denton","Denton","Texas",76201,,,,,,,,,-97.1331,33.2235,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","May 13 2010 9:43PM"
1005184,"CrossRoad Famers Market",,,"Reed City","Osceola","Michigan",49677,"05/25/2013 to 10/26/2013","Sun: 9:00 AM-1:00 PM;",,,,,,,-85.51054,43.875639,"Local government building grounds","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","N","Y","N","N",6/13/2013 18:45
1000988,"Crossroad Orchard",,"8040 Upper Miamisburg Rd","Miamisburg","Montgomery","Ohio",45342,,,,,,,,,-84.3289,39.6435,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1005469,"Crossroads Bellevue Farmers Market","http://www.crossroadsbellevue.com","15600 N.E. 8th Street","Bellevue","King","Washington",98008,"05/28/2013 to 10/01/2013","Tue: 12:00 PM-6:30 PM;",,,,,,,-122.129088,47.6195,"Private business parking lot","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N",6/14/2013 16:14
1006650,"Crossroads Farm at Grossmann's","http://www.facebook.com/crossroadsfarmatgrossmanns","480 Hempstead Avenue","Malverne","Nassau","New York",11565,"05/01/2013 to 05/01/2014","Tue: 11:00 AM-6:00 PM;Wed: 11:00 AM-6:00 PM;Thu: 11:00 AM-6:00 PM;Fri: 11:00 AM-6:00 PM;Sat: 9:00 AM-6:00 PM;Sun: 10:00 AM-5:00 PM;",,,,,,,-73.664419,40.679365,"On a farm from: a barn, a greenhouse, a tent, a stand, etc","Y","N","N","N","N","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","N","Y","N","N",6/24/2013 13:56
1000145,"Crossroads Farmers Market","http://www.crossroadscommunityfoodnetwork.org","7676 New Hampshire Avenue","Takoma Park","Montgomery","Maryland",20912,"06/05/2013 to 11/20/2013","Wed: 11:00 AM-3:00 PM;",,,,,,,-76.988583,38.986918,"Private business parking lot","Y","Y","Y","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","N","N","N",6/27/2013 22:46
1002948,"Crossroads Farmers Market",,"111West B. St.","Shoshone","Lincoln","Idaho",83352,"June to October","Thu:2:00 PM - 6:00 PM;",,,,,,,-114.408488,42.933364,"Local government building grounds","Y","N","N","N","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","N","N","N","N","N","N","Y","N","N","N",5/23/2012 16:59
1008846,"Crossroads Farmers Market: A Project of Mississippi Delta Council","http://www.crossroadsfarmersmarket.org","1536 Desoto Ave","Clarksdale","Coahoma","Mississippi",38614,"07/20/2013 to 11/09/2013","Sat: 7:00 AM-1:00 PM;",,,,,,,-90.555756,34.178923,"Private business parking lot","Y","N","N","N","Y","N","Y","N","N","Y","N","Y","Y","N","Y","N","Y","N","N","Y","N","Y","Y","N","N",7/12/2013 15:33
1004447,"Crosstown Freeway Farmers' Market","http://www.stocktonfarmersmarket.org","203 E. Washington Street","Stockton","San Joaquin","California",95202,"January to December","Sat:6:30 AM - 11:00 AM;",,,,,,,-121.287228,37.950864,"Private business parking lot","Y","Y","N","Y","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","N","N","N","Y","N","N","Y","N","N","N",4/30/2012 12:38
1007698,"Croton-on-Hudson Farmers Market","http://www.downtoearthmarkets.com","Municipal Lot on Municipal Pl. and Riverside Ave.","Croton-on-Hudson","Westchester","New York",10520,"05/26/2013 to 11/24/2013","Sun: 9:00 AM-2:00 PM;",,,,,,,-73.88766,41.20197,"Closed-off public street","Y","Y","Y","Y","N","Y","N","N","N","N","N","Y","Y","N","Y","N","N","N","N","N","N","Y","N","N","N",6/20/2013 13:52
1001674,"Crouch Farmers Market",,"The Merc Parking Lot","Crouch","Boise","Idaho",83602,"June to October","Sat:9:00 am - 12:00 pm;",,,,,,,-115.97,44.1135,"Private business parking lot","Y","N","N","N","N","Y","N","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","N","Y","Y","N","N",4/13/2011 15:54
1003438,"Crown Point Farmers Market","http://www.crownpoint.in.gov","South Main Street","Crown Point","Lake","Indiana",46307,,,,,,,,,-87.3647,41.4155,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","May 10 2010 3:18PM"
1008522,"Crown Valley Champagne","http://www.crownvalleyfarmersmarket.posterous.com","23589 State Route WW","Ste. Genevieve","Ste. Genevieve","Missouri",63670,,,,,,,,,-90.179753,37.778019,"On a farm from: a barn, a greenhouse, a tent, a stand, etc","Y","N","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","Y","N","N","N","N","N","N","N","Y",6/26/2013 9:46
1005792,"Crozet Farmers Market",,"Corner of Jarmans Gap Rd. & Crozet Ave.","Crozet","Albemarle","Virginia",22932,,,,,,,,,-78.7019,38.068,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1005478,"Crystal City Farmers' Market","http://www.crystalcityfarmersmarket.blogspot.com","105 Bailley Rd.","Crystal City","Jefferson","Missouri",63019,,,,,,,,,-90.37869,38.21872,"Faith-based institution (e.g., church, mosque, synagogue, temple)","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",6/17/2013 11:03
1006802,"Crystal City FRESHFARM Market","http://www.freshfarmmarkets.org/markets/crystal_city.html","2000 Crystal Drive","Crystal City","Arlington","Virginia",22202,"May to November","Tue:3:00 PM - 7:00 PM;",,,,,,,-77.049286,38.85672,"Other","Y","N","N","N","N","Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","N","Y","Y","N","N","N",5/2/2012 13:33
1006686,"Crystal Falsh Energy Farmers Market",,"1754 Alpine Avenue, N.W.","Grand Rapids","Kent","Michigan",49504,,,,,,,,,-85.6884,42.9957,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001223,"Crystal Farmers Market",,"831 S. Main Street parking lot","Crystal","Montcalm","Michigan",48818,,,,,,,,,-84.9149,43.2581,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001869,"Crystal Lake Farmers Market","http://www.downtowncl.org","Depot Park, Woodstock & Williams Streets","Crystal Lake","McHenry","Illinois",60014,"06/01/2013 to 10/12/2013","Sat: 8:00 AM-1:00 PM;",,,,,,,-88.31716,42.2438,"Local government building grounds","Y","Y","Y","N","N","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","N",6/10/2013 12:39
1001005,"Crystal Springs Farmers Market","http://www.crystalspringstomatofestival.blogspot.com","West Railroad Ave","Crystal Springs","Copiah","Mississippi",39059,"06/29/2013 to 06/29/2013","Sun: 8:00 AM-3:00 PM;",,,,,,,-90.358772,31.987521,"Closed-off public street","Y","N","N","N","N","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","N","Y","N",6/11/2013 11:41
1002293,"CSA Farmers Market","http://www.csafarmersmarket.com","2933 Burnside Rd.","North Branch","Lapeer","Michigan",48461,"01/01/2013 to 12/31/2013",,,,,,,,-83.2363667339,43.2066100091,"On a farm from: a barn, a greenhouse, a tent, a stand, etc","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","Y","Y","N","Y","Y","N","N","N","Y","Y","Y","N","N",6/29/2013 12:27
1006861,"Cuba, New Mexico Farmers Market",,"NM 126 St. Francis of Assisi Park","Cuba","Sandoval","New Mexico",87013,"May to October","Sat:9:00 AM - 12:00 PM;",,,,,,,-106.9584,36.02222,"Federal/State government building grounds","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","N","N",4/30/2012 15:13
1007201,"Cudahy Farmers Market",,"4700 South Packard Avenues (Municipal parking lot)","Cudahy","Milwaukee","Wisconsin",53110,,,,,,,,,-87.9163,43.0376,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007146,"Cuero Farmers Market",,"Cuero City Park Entrance","Cuero","Dewitt","Texas",77954,,,,,,,,,-97.1686,28.9695,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1003606,"CUIVRE RIVER FARMERS MARKET","http://www.cuivreriverfarmersmarket.org","120 Market Place Drive","TROY","Lincoln","Missouri",63379,"03/30/2013 to 11/30/2013","Sat: 9:00 AM-1:00 PM;",,,,,,,-90.971303,38.988752,"Other","Y","N","N","N","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","Y","Y","N",6/10/2013 13:40
1003892,"Culinary Kids Farmers Market I",,"30-15 Seagirt Blvd. and Beach 31st St.","Inwood","Queens","New York",11096,,,,,,,,,-73.7639,40.596,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1002327,"Culinary Kids Farmers Market II",,"Beach 58th Street & Beach Channel Drive","Bronx","Queens","New York",10468,,,,,,,,,-73.7885,40.5947,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1000174,"Cully Community Market","http://www.cullycommunitymarket.org","5600 Ne 42nd Ave","Portland","Multnomah","Oregon",97218,"06/02/2013 to 09/29/2013","Sun: 10:00 AM-2:00 PM;",,,,,,,-122.6193656,45.56334,"Educational institution","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","N","N","N","N","N","N","Y","N","Y","Y","Y","N",6/12/2013 16:08
1005624,"Culpeper Farmers Market",,"E. Main St. & Commerce St.,Adjacent to train depot","Culpeper","Culpeper","Virginia",22701,,,,,,,,,-77.9969,38.4714,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1005403,"Culver City Farmers Market","http://www.farmernet.com","Main & Culver","Culver City","Los Angeles","California",90232,,,,,,,,,-118.396,34.0247,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1005687,"Cumberland County Farmers Market",,"Highway 70","Crossville","Cumberland","Tennessee",38557,,,,,,,,,-84.9026,35.9677,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002821,"Cumberland Farmers Market","http://www.cumberland-wisconsin.com",,"Cumberland","Barron","Wisconsin",54829,"07/27/2013 to 09/28/2013","Sat: 8:00 AM-12:00 PM;",,,,,,,-92.022484,45.533654,"Private business parking lot","Y","Y","N","N","N","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","Y","N","N",6/13/2013 11:19
1003901,"Cumberland Farmers Market","http://www.town.cumberland.in.us","11501 E. Washington St.","Cumberland","Marion","Indiana",46229,"May to October","Tue:4:00 pm - 7:00 pm;Sat:8:00 am - 12:00 pm;",,,,,,,-85.9612,39.7758,"Private business parking lot","Y","N","Y","Y","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","N","Y","N","Y","Y","N","N",4/22/2011 20:42
1005836,"Cumberland Farmers Market","http://www.cumberlandfarmersmarket.org","Hat Trick Drive","Falmouth","Cumberland","Maine",,"May to October","Wed:12:00 PM - 4:00 PM;",,,,,,,-70.234668,43.7207702,"Other","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N",7/17/2012 21:11
1008009,"Cumberland Farmers Market","http://www.cumberlandfarmersmarket.org","191 US Route 1","Falmouth","Cumberland","Maine",4105,"May to October","Wed:12:00 pm - 4:00 pm;",,,,,,,-70.2336,43.7142,"Private business parking lot","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","N","Y","N","Y","Y","N","N",7/17/2012 21:11
1008060,"Cumberland Farmers Market","http://www.cumberlandfarmersmarket.org","290 Tuttle Road","Cumberland Center","Cumberland","Maine",4021,"May to October","Sat:9:00 am - 12:00 pm;",,,,,,,-70.2449,43.7897,"Local government building grounds","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","N","Y","N","Y","Y","N","N",7/17/2012 21:11
1003647,"CUMC FARMERS MARKET",,"6101 GRELOT RD","MOBILE","MOBILE","Alabama",36609,,,,,,,,,-88.186,30.661,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1003650,"Curtis Farmers Market",,"Highway 231 & Center Avenue","Curtis","Frontier","Nebraska",69025,,,,,,,,,-100.515,40.6311,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001743,"Cushing Farmers Market","http://www.downtowncushing.com","Northwest corner of Braodway & Cleveland","Cushing","Payne","Oklahoma",74023,,,,,,,,,-96.7727,35.98,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001426,"Custer Farmers Market",,"Mt Rushmore Rd","Custer City","Custer","South Dakota",57730,"06/01/2013 to 10/05/2013","Sat: 8:00 AM-12:30 PM;",,,,,,,-103.601291,43.765737,"Other","Y","N","N","N","N","Y","N","Y","N","N","N","Y","Y","N","Y","N","N","N","N","N","N","N","Y","N","N",6/13/2013 0:20
1002290,"Cutler Bay Farmers Market",,"20002 Old Cutler Road","Miami","Miami-Dade","Florida",33175,,,,,,,,,-80.3302,25.5812,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1004723,"Cypress Center Farmers' Market",,"50 E. Hospital St., Ste. 5","Manning","Clarendon","South Carolina",29102,"05/08/2013 to 11/06/2013","Wed: 2:00 PM-5:00 PM;",,,,,,,-80.2107613,33.687876,"Healthcare Institution","Y","Y","Y","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","Y","N","N",6/21/2013 18:20
1005689,"D'Iberville Farmers Market",,"10383 Automall Parkway","D'Iberville","Harrison","Mississippi",39540,,,,,,,,,-88.9003,30.4341,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1000069,"Dag Hammarskjold Plaza Greenmarket","http://www.grownyc.org","E 47 St & 2 Ave","New York","New York","New York",10017,"01/01/2013 to 12/31/2013","Wed: 8:00 AM-4:00 PM;",,,,,,,-73.9699,40.753,"Other","Y","Y","Y","Y","Y","Y","Y","N","N","Y","N","N","Y","N","N","N","Y","N","N","N","Y","N","N","N","N",7/24/2013 10:20
20068,"Dag Hammerskjold Plaza Greenmarket","http://www.grownyc.org/greenmarket-site/manhattan/dag-hammarskjold-greenmarket","47th Street at Second Ave","Manhattan",,"New York",10017,,,,,,,,,-73.9699,40.753,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N",
20069,"Dahlonega Farmers Market","http://www.dahlonegadda.org/","465 Riley Road","Dahlonega",,"Georgia",30522,,,,,,,,,-83.9737,34.528,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",
1004545,"Dahlonega Farmers Market","http://www.dahlonegadda.org","West Main Street & Waters Street","Dahlonega","Lumpkin","Georgia",30533,"May to October","Sat:8:00 AM - 1:00 PM;",,,,,,,-83.98608,34.532086,"Closed-off public street","Y","N","N","N","N","Y","N","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","N","Y","N",6/1/2012 15:50
20070,"Daily Harvest Market","http://www.dailyharvestmarket.com/","155 Quail Gardens Dr.","Encinitas",,"California",92024,,,,,,,,,-117.279,33.0489,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",
1002148,"Dairymel Farms",,"1803 Hazelton-Etna Road","Pataskala","Licking","Ohio",,,,,,,,,,-82.6723,40.007,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001717,"Dale City Farmers Market","http://www.pwcparks.org/farmersmarket/","14090 Gemini Way","Dale City","Prince William","Virginia",22193,"04/07/2013 to 12/08/2013","Sun: 8:00 AM-1:00 PM;","12/15/2013 to 03/30/2014","Sun: 10:00 AM-1:00 PM;",,,,,-77.3410794,38.6471464,"Federal/State government building grounds","Y","N","N","N","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N",6/24/2013 8:13
1003695,"Dale's Saturday Market",,"1296 Kennedy-Ford Road","Potlatch","Latah","Idaho",,,,,,,,,,-116.965,46.9223,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1005871,"DALEVILLE FARMERS MARKET","http://www.DalevilleChamber.com","Daleville Avenue and Old Highway 134","DALEVILLE","Dale","Alabama",36322,"06/06/2013 to 07/25/2013","Thu: 2:00 PM-5:30 PM;",,,,,,,-85.71456,31.307407,"Other","Y","N","N","Y","N","N","N","N","Y","Y","Y","N","Y","Y","Y","N","N","N","N","Y","Y","N","N","N","N",6/17/2013 19:17
1002493,"Daley Plaza Chicago Farmers Market","http://www.cityofchicago.org/specialevents","50 W. Washington St.","Chicago","Cook","Illinois",60602,,,,,,,,,-87.626,41.8851,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1004936,"Dallas Farmers Market","http://www.dallasfarmersmarket.org","1010 S. Pearl Expressway","Dallas","Dallas","Texas",75201,"January to December","Mon:8:00 AM - 6:00 PM;Tue:8:00 AM - 6:00 PM;Wed:8:00 AM - 6:00 PM;Thu:8:00 AM - 6:00 PM;Fri:8:00 AM - 6:00 PM;Sat:8:00 AM - 6:00 PM;sun:8:00 AM - 6:00 PM;",,,,,,,-96.7901,32.7773,"Other","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N",5/14/2012 15:39
1002514,"Dallas Farmers' Market",,"236 West Dallas Street","Dallas","Barron","Wisconsin",54733,"07/05/2013 to 09/27/2013","Fri: 4:00 PM-8:00 PM;",,,,,,,-91.817679,45.258833,"Other","Y","N","N","N","N","N","N","Y","Y","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","Y",6/24/2013 20:42
1002739,"Daly City Farmers' Market at Serramonte Center","http://www.cafarmersmkts.com/markets/category/daly-city","133 Serramonte Center","Daly City","San Mateo","California",94015,"January to December","Thu:9:00 AM - 1:00 PM;Sat:9:00 AM - 1:00 PM;",,,,,,,-122.472196,37.671261,"Private business parking lot","Y","Y","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","N","N","N","Y","Y","N","N","Y","Y","N","N",5/8/2012 15:31
1008033,"Damascus Fresh & Local Market","http://www.damascusfreshandlocalmarket.org","19850 SE Damascus Ln","Damascus","Clackamas","Oregon",97089,,,,,,,,,-122.457744,45.419336,"Other","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","Y",4/20/2013 13:54
1006028,"Danbury Farmers Market",,"102 Old Church Road","Danbury","Stokes","North Carolina",27016,,,,,,,,,-80.2025,36.4097,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
