obsid,siteid,plot,date_sampled,sciname ,diameter,condition
479,5,B,6/13/11,Picea engelmannii,10.16,dry
480,5,B,6/13/11,Picea engelmannii,12.7,normal
481,5,B,6/13/11,Picea engelmannii,17.78,normal
482,5,B,6/13/11,Picea engelmannii,22.86,dry
483,5,B,6/13/11,Picea engelmannii,27.94,normal
484,5,B,6/13/11,Picea engelmannii,30.48,dry
485,5,B,6/13/11,Picea engelmannii,35.56,dry
486,5,B,6/13/11,Picea engelmannii,58.42,normal
487,5,B,6/13/11,Sambucus racemosa,0.635,dry
488,5,B,6/13/11,Pseudotsuga menziesii,0.635,dry
489,5,B,6/13/11,Pseudotsuga menziesii,12.7,normal
490,5,B,6/13/11,Pseudotsuga menziesii,17.78,normal
491,5,B,6/13/11,Pseudotsuga menziesii,45.72,dry
492,5,B,6/13/11,Jamesia americana,0.635,dry
493,5,B,6/13/11,Abies lasiocarpa,0.635,normal
494,5,B,6/13/11,Abies lasiocarpa,2.54,dry
495,5,B,6/10/12,Picea engelmannii,0.635,dry
496,5,B,6/10/12,Picea engelmannii,0.635,normal
497,5,B,6/10/12,Picea engelmannii,2.54,normal
498,5,B,6/10/12,Picea engelmannii,5.08,dry
499,5,B,6/10/12,Picea engelmannii,7.62,dry
500,5,B,6/10/12,Picea engelmannii,10.16,normal
501,5,B,6/10/12,Picea engelmannii,12.7,normal
502,5,B,6/10/12,Picea engelmannii,17.78,dry
503,5,B,6/10/12,Sambucus racemosa,15.24,dry
504,5,B,6/10/12,Pseudotsuga menziesii,45.72,normal
505,5,B,6/10/12,Pseudotsuga menziesii,0.635,dry
506,5,B,6/10/12,Pseudotsuga menziesii,0.635,normal
507,5,B,6/10/12,Pseudotsuga menziesii,2.54,dry
508,5,B,6/10/12,Jamesia americana,5.08,dry
509,5,B,6/10/12,Abies lasiocarpa,7.62,normal
510,5,B,6/10/12,Abies lasiocarpa,10.16,dry
511,5,B,6/10/12,Abies lasiocarpa,12.7,normal
512,5,B,6/10/12,Abies lasiocarpa,17.78,dry
513,5,B,6/10/12,Abies lasiocarpa,15.24,dry
514,5,B,6/10/12,Abies lasiocarpa,20.32,normal
515,5,B,6/10/12,Abies lasiocarpa,22.86,normal
516,6,A,6/13/11,Abies lasiocarpa,30.48,normal
517,6,A,6/13/11,Picea engelmannii,2.54,dry
518,6,A,6/13/11,Picea engelmannii,5.08,dry
519,6,A,6/13/11,Picea engelmannii,7.62,dry
520,6,A,6/13/11,Picea engelmannii,10.16,dry
521,6,A,6/13/11,Picea engelmannii,12.7,normal
522,6,A,6/13/11,Picea engelmannii,17.78,normal
523,6,A,6/13/11,Picea engelmannii,22.86,dry
524,6,A,6/13/11,Picea engelmannii,27.94,normal
525,6,A,6/13/11,Picea engelmannii,30.48,dry
526,6,A,6/13/11,Picea engelmannii,35.56,dry
527,6,A,6/13/11,Picea engelmannii,58.42,normal
528,6,A,6/13/11,Sambucus racemosa,0.635,dry
529,6,A,6/13/11,Pseudotsuga menziesii,0.635,dry
530,6,A,6/13/11,Pseudotsuga menziesii,12.7,normal
531,6,A,6/13/11,Pseudotsuga menziesii,17.78,normal
532,6,A,6/13/11,Pseudotsuga menziesii,45.72,dry
533,6,A,6/13/11,Jamesia americana,0.635,dry
534,6,A,6/13/11,Abies lasiocarpa,0.635,normal
535,6,A,6/13/11,Abies lasiocarpa,2.54,dry
536,6,A,6/13/11,Abies lasiocarpa,5.08,normal
537,6,A,6/13/11,Abies lasiocarpa,7.62,dry
538,6,A,6/13/11,Abies lasiocarpa,10.16,dry
539,6,A,6/13/11,Abies lasiocarpa,12.7,normal
540,6,A,6/13/11,Abies lasiocarpa,17.78,normal
541,6,A,6/13/11,Abies lasiocarpa,15.24,dry
542,6,A,6/13/11,Abies lasiocarpa,20.32,dry
543,6,A,6/13/11,Abies lasiocarpa,22.86,normal
544,6,A,6/13/11,Abies lasiocarpa,25.4,dry
545,6,A,6/13/11,Abies lasiocarpa,27.94,normal
546,6,A,6/13/11,Picea engelmannii,26.2,dry
547,6,A,6/10/12,Abies lasiocarpa,30.48,normal
548,6,A,6/10/12,Picea engelmannii,2.54,dry
549,6,A,6/10/12,Picea engelmannii,5.08,dry
550,6,A,6/10/12,Picea engelmannii,45.72,dry
551,6,A,6/10/12,Picea engelmannii,0.635,dry
552,6,A,6/10/12,Picea engelmannii,0.635,normal
553,6,A,6/10/12,Picea engelmannii,2.54,normal
554,6,A,6/10/12,Picea engelmannii,5.08,dry
555,6,A,6/10/12,Picea engelmannii,7.62,dry
556,6,A,6/10/12,Picea engelmannii,10.16,normal
557,6,A,6/10/12,Picea engelmannii,12.7,normal
558,6,A,6/10/12,Picea engelmannii,17.78,dry
559,6,A,6/10/12,Sambucus racemosa,15.24,dry
560,6,A,6/10/12,Pseudotsuga menziesii,45.72,normal
561,6,A,6/10/12,Pseudotsuga menziesii,0.635,dry
562,6,A,6/10/12,Pseudotsuga menziesii,0.635,normal
563,6,A,6/10/12,Pseudotsuga menziesii,2.54,dry
564,6,A,6/10/12,Jamesia americana,5.08,dry
565,6,A,6/10/12,Abies lasiocarpa,7.62,normal
566,6,A,6/10/12,Abies lasiocarpa,10.16,dry
567,6,A,6/10/12,Abies lasiocarpa,12.7,normal
568,6,A,6/10/12,Abies lasiocarpa,17.78,dry
569,6,A,6/10/12,Abies lasiocarpa,15.24,dry
570,6,A,6/10/12,Abies lasiocarpa,20.32,normal
571,6,A,6/10/12,Abies lasiocarpa,22.86,normal
572,6,A,6/10/12,Abies lasiocarpa,25.4,dry
573,6,A,6/10/12,Abies lasiocarpa,27.94,dry
574,6,A,6/10/12,Abies lasiocarpa,26.2,normal
575,6,A,6/10/12,Abies lasiocarpa,25.4,dry
576,6,A,6/10/12,Abies lasiocarpa,27.94,normal
577,6,A,6/10/12,Picea engelmannii,26.2,dry
578,6,B,6/13/11,Abies lasiocarpa,30.48,normal
579,6,B,6/13/11,Picea engelmannii,2.54,dry
580,6,B,6/13/11,Picea engelmannii,5.08,dry
581,6,B,6/13/11,Picea engelmannii,7.62,dry
582,6,B,6/13/11,Picea engelmannii,10.16,dry
583,6,B,6/13/11,Picea engelmannii,12.7,normal
584,6,B,6/13/11,Picea engelmannii,17.78,normal
585,6,B,6/13/11,Picea engelmannii,22.86,dry
586,6,B,6/13/11,Picea engelmannii,27.94,normal
587,6,B,6/13/11,Picea engelmannii,30.48,dry
588,6,B,6/13/11,Picea engelmannii,35.56,dry
589,6,B,6/13/11,Picea engelmannii,58.42,normal
590,6,B,6/13/11,Sambucus racemosa,0.635,dry
591,6,B,6/13/11,Pseudotsuga menziesii,0.635,dry
592,6,B,6/13/11,Pseudotsuga menziesii,12.7,normal
593,6,B,6/13/11,Pseudotsuga menziesii,17.78,normal
594,6,B,6/13/11,Pseudotsuga menziesii,45.72,dry
595,6,B,6/13/11,Jamesia americana,0.635,dry
596,6,B,6/13/11,Abies lasiocarpa,0.635,normal
597,6,B,6/13/11,Abies lasiocarpa,2.54,dry
598,6,B,6/10/12,Picea engelmannii,0.635,dry
599,6,B,6/10/12,Picea engelmannii,0.635,normal
600,6,B,6/10/12,Picea engelmannii,2.54,normal
601,6,B,6/10/12,Picea engelmannii,5.08,dry
602,6,B,6/10/12,Picea engelmannii,7.62,dry
603,6,B,6/10/12,Picea engelmannii,10.16,normal
604,6,B,6/10/12,Picea engelmannii,12.7,normal
605,6,B,6/10/12,Picea engelmannii,17.78,dry
606,6,B,6/10/12,Sambucus racemosa,15.24,dry
607,6,B,6/10/12,Pseudotsuga menziesii,45.72,normal
608,6,B,6/10/12,Pseudotsuga menziesii,0.635,dry
609,6,B,6/10/12,Pseudotsuga menziesii,0.635,normal
610,6,B,6/10/12,Pseudotsuga menziesii,2.54,dry
611,6,B,6/10/12,Jamesia americana,5.08,dry
612,6,B,6/10/12,Abies lasiocarpa,7.62,normal
613,6,B,6/10/12,Abies lasiocarpa,10.16,dry
614,6,B,6/10/12,Abies lasiocarpa,12.7,normal
615,6,B,6/10/12,Abies lasiocarpa,17.78,dry
616,6,B,6/10/12,Abies lasiocarpa,15.24,dry
617,6,B,6/10/12,Abies lasiocarpa,20.32,normal
618,6,B,6/10/12,Abies lasiocarpa,22.86,normal
619,7,A,6/13/11,Abies lasiocarpa,30.48,normal
620,7,A,6/13/11,Picea engelmannii,2.54,dry
621,7,A,6/13/11,Picea engelmannii,5.08,dry
622,7,A,6/13/11,Picea engelmannii,7.62,dry
623,7,A,6/13/11,Picea engelmannii,10.16,dry
624,7,A,6/13/11,Picea engelmannii,12.7,normal
625,7,A,6/13/11,Picea engelmannii,17.78,normal
626,7,A,6/13/11,Picea engelmannii,22.86,dry
627,7,A,6/13/11,Picea engelmannii,27.94,normal
628,7,A,6/13/11,Picea engelmannii,30.48,dry
629,7,A,6/13/11,Picea engelmannii,35.56,dry
630,7,A,6/13/11,Picea engelmannii,58.42,normal
631,7,A,6/13/11,Sambucus racemosa,0.635,dry
632,7,A,6/13/11,Pseudotsuga menziesii,0.635,dry
633,7,A,6/13/11,Pseudotsuga menziesii,12.7,normal
634,7,A,6/13/11,Pseudotsuga menziesii,17.78,normal
635,7,A,6/13/11,Pseudotsuga menziesii,45.72,dry
636,7,A,6/13/11,Jamesia americana,0.635,dry
637,7,A,6/13/11,Abies lasiocarpa,0.635,normal
638,7,A,6/13/11,Abies lasiocarpa,2.54,dry
639,7,A,6/13/11,Abies lasiocarpa,5.08,normal
640,7,A,6/13/11,Abies lasiocarpa,7.62,dry
641,7,A,6/13/11,Abies lasiocarpa,10.16,dry
642,7,A,6/13/11,Abies lasiocarpa,12.7,normal
643,7,A,6/13/11,Abies lasiocarpa,17.78,normal
644,7,A,6/13/11,Abies lasiocarpa,15.24,dry
645,7,A,6/13/11,Abies lasiocarpa,20.32,dry
646,7,A,6/13/11,Abies lasiocarpa,22.86,normal
647,7,A,6/13/11,Abies lasiocarpa,25.4,dry
648,7,A,6/13/11,Abies lasiocarpa,27.94,normal
649,7,A,6/13/11,Picea engelmannii,26.2,dry
650,7,A,6/10/12,Abies lasiocarpa,30.48,normal
651,7,A,6/10/12,Picea engelmannii,2.54,dry
652,7,A,6/10/12,Picea engelmannii,5.08,dry
653,7,A,6/10/12,Picea engelmannii,45.72,dry
654,7,A,6/10/12,Picea engelmannii,0.635,dry
655,7,A,6/10/12,Picea engelmannii,0.635,normal
656,7,A,6/10/12,Picea engelmannii,2.54,normal
657,7,A,6/10/12,Picea engelmannii,5.08,dry
658,7,A,6/10/12,Picea engelmannii,7.62,dry
659,7,A,6/10/12,Picea engelmannii,10.16,normal
660,7,A,6/10/12,Picea engelmannii,12.7,normal
661,7,A,6/10/12,Picea engelmannii,17.78,dry
662,7,A,6/10/12,Sambucus racemosa,15.24,dry
663,7,A,6/10/12,Pseudotsuga menziesii,45.72,normal
664,7,A,6/10/12,Pseudotsuga menziesii,0.635,dry
665,7,A,6/10/12,Pseudotsuga menziesii,0.635,normal
666,7,A,6/10/12,Pseudotsuga menziesii,2.54,dry
667,7,A,6/10/12,Jamesia americana,5.08,dry
668,7,A,6/10/12,Abies lasiocarpa,7.62,normal
669,7,A,6/10/12,Abies lasiocarpa,10.16,dry
670,7,A,6/10/12,Abies lasiocarpa,12.7,normal
671,7,A,6/10/12,Abies lasiocarpa,17.78,dry
672,7,A,6/10/12,Abies lasiocarpa,15.24,dry
673,7,A,6/10/12,Abies lasiocarpa,20.32,normal
674,7,A,6/10/12,Abies lasiocarpa,22.86,normal
675,7,A,6/10/12,Abies lasiocarpa,25.4,dry
676,7,A,6/10/12,Abies lasiocarpa,27.94,dry
677,7,A,6/10/12,Abies lasiocarpa,26.2,normal
678,7,A,6/10/12,Abies lasiocarpa,25.4,dry
679,7,A,6/10/12,Abies lasiocarpa,27.94,normal
680,7,A,6/10/12,Picea engelmannii,26.2,dry
681,7,B,6/13/11,Abies lasiocarpa,30.48,normal
682,7,B,6/13/11,Picea engelmannii,2.54,dry
683,7,B,6/13/11,Picea engelmannii,5.08,dry
684,7,B,6/13/11,Picea engelmannii,7.62,dry
685,7,B,6/13/11,Picea engelmannii,10.16,dry
686,7,B,6/13/11,Picea engelmannii,12.7,normal
687,7,B,6/13/11,Picea engelmannii,17.78,normal
688,7,B,6/13/11,Picea engelmannii,22.86,dry
689,7,B,6/13/11,Picea engelmannii,27.94,normal
690,7,B,6/13/11,Picea engelmannii,30.48,dry
691,7,B,6/13/11,Picea engelmannii,35.56,dry
692,7,B,6/13/11,Picea engelmannii,58.42,normal
693,7,B,6/13/11,Sambucus racemosa,0.635,dry
694,7,B,6/13/11,Pseudotsuga menziesii,0.635,dry
695,7,B,6/13/11,Pseudotsuga menziesii,12.7,normal
696,7,B,6/13/11,Pseudotsuga menziesii,17.78,normal
697,7,B,6/13/11,Pseudotsuga menziesii,45.72,dry
698,7,B,6/13/11,Jamesia americana,0.635,dry
699,7,B,6/13/11,Abies lasiocarpa,0.635,normal
700,7,B,6/13/11,Abies lasiocarpa,2.54,dry
701,7,B,6/10/12,Picea engelmannii,0.635,dry
702,7,B,6/10/12,Picea engelmannii,0.635,normal
703,7,B,6/10/12,Picea engelmannii,2.54,normal
704,7,B,6/10/12,Picea engelmannii,5.08,dry
705,7,B,6/10/12,Picea engelmannii,7.62,dry
706,7,B,6/10/12,Picea engelmannii,10.16,normal
707,7,B,6/10/12,Picea engelmannii,12.7,normal
708,7,B,6/10/12,Picea engelmannii,17.78,dry
709,7,B,6/10/12,Sambucus racemosa,15.24,dry
710,7,B,6/10/12,Pseudotsuga menziesii,45.72,normal
711,7,B,6/10/12,Pseudotsuga menziesii,0.635,dry
712,7,B,6/10/12,Pseudotsuga menziesii,0.635,normal
713,7,B,6/10/12,Pseudotsuga menziesii,2.54,dry
714,7,B,6/10/12,Jamesia americana,5.08,dry
715,7,B,6/10/12,Abies lasiocarpa,7.62,normal
716,7,B,6/10/12,Abies lasiocarpa,10.16,dry
717,7,B,6/10/12,Abies lasiocarpa,12.7,normal
718,7,B,6/10/12,Abies lasiocarpa,17.78,dry
719,7,B,6/10/12,Abies lasiocarpa,15.24,dry
720,7,B,6/10/12,Abies lasiocarpa,20.32,normal
721,7,B,6/10/12,Abies lasiocarpa,22.86,normal
722,8,A,6/13/11,Abies lasiocarpa,30.48,normal
723,8,A,6/13/11,Picea engelmannii,2.54,dry
724,8,A,6/13/11,Picea engelmannii,5.08,dry
725,8,A,6/13/11,Picea engelmannii,7.62,dry
726,8,A,6/13/11,Picea engelmannii,10.16,dry
727,8,A,6/13/11,Picea engelmannii,12.7,normal
728,8,A,6/13/11,Picea engelmannii,17.78,normal
729,8,A,6/13/11,Picea engelmannii,22.86,dry
730,8,A,6/13/11,Picea engelmannii,27.94,normal
731,8,A,6/13/11,Picea engelmannii,30.48,dry
732,8,A,6/13/11,Picea engelmannii,35.56,dry
733,8,A,6/13/11,Picea engelmannii,58.42,normal
734,8,A,6/13/11,Sambucus racemosa,0.635,dry
735,8,A,6/13/11,Pseudotsuga menziesii,0.635,dry
736,8,A,6/13/11,Pseudotsuga menziesii,12.7,normal
737,8,A,6/13/11,Pseudotsuga menziesii,17.78,normal
738,8,A,6/13/11,Pseudotsuga menziesii,45.72,dry
739,8,A,6/13/11,Jamesia americana,0.635,dry
740,8,A,6/13/11,Abies lasiocarpa,0.635,normal
741,8,A,6/13/11,Abies lasiocarpa,2.54,dry
742,8,A,6/13/11,Abies lasiocarpa,5.08,normal
743,8,A,6/13/11,Abies lasiocarpa,7.62,dry
744,8,A,6/13/11,Abies lasiocarpa,10.16,dry
745,8,A,6/13/11,Abies lasiocarpa,12.7,normal
746,8,A,6/13/11,Abies lasiocarpa,17.78,normal
747,8,A,6/13/11,Abies lasiocarpa,15.24,dry
748,8,A,6/13/11,Abies lasiocarpa,20.32,dry
749,8,A,6/13/11,Abies lasiocarpa,22.86,normal
750,8,A,6/13/11,Abies lasiocarpa,25.4,dry
751,8,A,6/13/11,Abies lasiocarpa,27.94,normal
752,8,A,6/13/11,Picea engelmannii,26.2,dry
753,8,A,6/10/12,Abies lasiocarpa,30.48,normal
754,8,A,6/10/12,Picea engelmannii,2.54,dry
755,8,A,6/10/12,Picea engelmannii,5.08,dry
756,8,A,6/10/12,Picea engelmannii,45.72,dry
757,8,A,6/10/12,Picea engelmannii,0.635,dry
758,8,A,6/10/12,Picea engelmannii,0.635,normal
759,8,A,6/10/12,Picea engelmannii,2.54,normal
760,8,A,6/10/12,Picea engelmannii,5.08,dry
761,8,A,6/10/12,Picea engelmannii,7.62,dry
762,8,A,6/10/12,Picea engelmannii,10.16,normal
763,8,A,6/10/12,Picea engelmannii,12.7,normal
764,8,A,6/10/12,Picea engelmannii,17.78,dry
765,8,A,6/10/12,Sambucus racemosa,15.24,dry
766,8,A,6/10/12,Pseudotsuga menziesii,45.72,normal
767,8,A,6/10/12,Pseudotsuga menziesii,0.635,dry
768,8,A,6/10/12,Pseudotsuga menziesii,0.635,normal
769,8,A,6/10/12,Pseudotsuga menziesii,2.54,dry
770,8,A,6/10/12,Jamesia americana,5.08,dry
771,8,A,6/10/12,Abies lasiocarpa,7.62,normal
772,8,A,6/10/12,Abies lasiocarpa,10.16,dry
773,8,A,6/10/12,Abies lasiocarpa,12.7,normal
774,8,A,6/10/12,Abies lasiocarpa,17.78,dry
775,8,A,6/10/12,Abies lasiocarpa,15.24,dry
776,8,A,6/10/12,Abies lasiocarpa,20.32,normal
777,8,A,6/10/12,Abies lasiocarpa,22.86,normal
778,8,A,6/10/12,Abies lasiocarpa,25.4,dry
779,8,A,6/10/12,Abies lasiocarpa,27.94,dry
780,8,A,6/10/12,Abies lasiocarpa,26.2,normal
781,8,A,6/10/12,Abies lasiocarpa,25.4,dry
782,8,A,6/10/12,Abies lasiocarpa,27.94,normal
783,8,A,6/10/12,Picea engelmannii,26.2,dry
784,8,B,6/13/11,Abies lasiocarpa,30.48,normal
785,8,B,6/13/11,Picea engelmannii,2.54,dry
786,8,B,6/13/11,Picea engelmannii,5.08,dry
787,8,B,6/13/11,Picea engelmannii,7.62,dry
788,8,B,6/13/11,Picea engelmannii,10.16,dry
789,8,B,6/13/11,Picea engelmannii,12.7,normal
790,8,B,6/13/11,Picea engelmannii,17.78,normal
791,8,B,6/13/11,Picea engelmannii,22.86,dry
792,8,B,6/13/11,Picea engelmannii,27.94,normal
793,8,B,6/13/11,Picea engelmannii,30.48,dry
794,8,B,6/13/11,Picea engelmannii,35.56,dry
795,8,B,6/13/11,Picea engelmannii,58.42,normal
796,8,B,6/13/11,Sambucus racemosa,0.635,dry
797,8,B,6/13/11,Pseudotsuga menziesii,0.635,dry
798,8,B,6/13/11,Pseudotsuga menziesii,12.7,normal
799,8,B,6/13/11,Pseudotsuga menziesii,17.78,normal
800,8,B,6/13/11,Pseudotsuga menziesii,45.72,dry
801,8,B,6/13/11,Jamesia americana,0.635,dry
802,8,B,6/13/11,Abies lasiocarpa,0.635,normal
803,8,B,6/13/11,Abies lasiocarpa,2.54,dry
804,8,B,6/10/12,Picea engelmannii,0.635,dry
805,8,B,6/10/12,Picea engelmannii,0.635,normal
806,8,B,6/10/12,Picea engelmannii,2.54,normal
807,8,B,6/10/12,Picea engelmannii,5.08,dry
808,8,B,6/10/12,Picea engelmannii,7.62,dry
809,8,B,6/10/12,Picea engelmannii,10.16,normal
810,8,B,6/10/12,Picea engelmannii,12.7,normal
811,8,B,6/10/12,Picea engelmannii,17.78,dry
812,8,B,6/10/12,Sambucus racemosa,15.24,dry
813,8,B,6/10/12,Pseudotsuga menziesii,45.72,normal
814,8,B,6/10/12,Pseudotsuga menziesii,0.635,dry
815,8,B,6/10/12,Pseudotsuga menziesii,0.635,normal
816,8,B,6/10/12,Pseudotsuga menziesii,2.54,dry
817,8,B,6/10/12,Jamesia americana,5.08,dry
818,8,B,6/10/12,Abies lasiocarpa,7.62,normal
819,8,B,6/10/12,Abies lasiocarpa,10.16,dry
820,8,B,6/10/12,Abies lasiocarpa,12.7,normal
821,8,B,6/10/12,Abies lasiocarpa,17.78,dry
822,8,B,6/10/12,Abies lasiocarpa,15.24,dry
823,8,B,6/10/12,Abies lasiocarpa,20.32,normal
824,8,B,6/10/12,Abies lasiocarpa,22.86,normal
825,9,A,6/13/11,Abies lasiocarpa,30.48,normal
826,9,A,6/13/11,Picea engelmannii,2.54,dry
827,9,A,6/13/11,Picea engelmannii,5.08,dry
828,9,A,6/13/11,Picea engelmannii,7.62,dry
829,9,A,6/13/11,Picea engelmannii,10.16,dry
830,9,A,6/13/11,Picea engelmannii,12.7,normal
831,9,A,6/13/11,Picea engelmannii,17.78,normal
832,9,A,6/13/11,Picea engelmannii,22.86,dry
833,9,A,6/13/11,Picea engelmannii,27.94,normal
834,9,A,6/13/11,Picea engelmannii,30.48,dry
835,9,A,6/13/11,Picea engelmannii,35.56,dry
836,9,A,6/13/11,Picea engelmannii,58.42,normal
837,9,A,6/13/11,Sambucus racemosa,0.635,dry
838,9,A,6/13/11,Pseudotsuga menziesii,0.635,dry
839,9,A,6/13/11,Pseudotsuga menziesii,12.7,normal
840,9,A,6/13/11,Pseudotsuga menziesii,17.78,normal
841,9,A,6/13/11,Pseudotsuga menziesii,45.72,dry
842,9,A,6/13/11,Jamesia americana,0.635,dry
843,9,A,6/13/11,Abies lasiocarpa,0.635,normal
844,9,A,6/13/11,Abies lasiocarpa,2.54,dry
845,9,A,6/13/11,Abies lasiocarpa,5.08,normal
846,9,A,6/13/11,Abies lasiocarpa,7.62,dry
847,9,A,6/13/11,Abies lasiocarpa,10.16,dry
848,9,A,6/13/11,Abies lasiocarpa,12.7,normal
849,9,A,6/13/11,Abies lasiocarpa,17.78,normal
850,9,A,6/13/11,Abies lasiocarpa,15.24,dry
851,9,A,6/13/11,Abies lasiocarpa,20.32,dry
852,9,A,6/13/11,Abies lasiocarpa,22.86,normal
853,9,A,6/13/11,Abies lasiocarpa,25.4,dry
854,9,A,6/13/11,Abies lasiocarpa,27.94,normal
855,9,A,6/13/11,Picea engelmannii,26.2,dry
856,9,A,6/10/12,Abies lasiocarpa,30.48,normal
857,9,A,6/10/12,Picea engelmannii,2.54,dry
858,9,A,6/10/12,Picea engelmannii,5.08,dry
859,9,A,6/10/12,Picea engelmannii,45.72,dry
860,9,A,6/10/12,Picea engelmannii,0.635,dry
861,9,A,6/10/12,Picea engelmannii,0.635,normal
862,9,A,6/10/12,Picea engelmannii,2.54,normal
863,9,A,6/10/12,Picea engelmannii,5.08,dry
864,9,A,6/10/12,Picea engelmannii,7.62,dry
865,9,A,6/10/12,Picea engelmannii,10.16,normal
866,9,A,6/10/12,Picea engelmannii,12.7,normal
867,9,A,6/10/12,Picea engelmannii,17.78,dry
868,9,A,6/10/12,Sambucus racemosa,15.24,dry
869,9,A,6/10/12,Pseudotsuga menziesii,45.72,normal
870,9,A,6/10/12,Pseudotsuga menziesii,0.635,dry
871,9,A,6/10/12,Pseudotsuga menziesii,0.635,normal
872,9,A,6/10/12,Pseudotsuga menziesii,2.54,dry
873,9,A,6/10/12,Jamesia americana,5.08,dry
874,9,A,6/10/12,Abies lasiocarpa,7.62,normal
875,9,A,6/10/12,Abies lasiocarpa,10.16,dry
876,9,A,6/10/12,Abies lasiocarpa,12.7,normal
877,9,A,6/10/12,Abies lasiocarpa,17.78,dry
878,9,A,6/10/12,Abies lasiocarpa,15.24,dry
879,9,A,6/10/12,Abies lasiocarpa,20.32,normal
880,9,A,6/10/12,Abies lasiocarpa,22.86,normal
881,9,A,6/10/12,Abies lasiocarpa,25.4,dry
882,9,A,6/10/12,Abies lasiocarpa,27.94,dry
883,9,A,6/10/12,Abies lasiocarpa,26.2,normal
884,9,A,6/10/12,Abies lasiocarpa,25.4,dry
885,9,A,6/10/12,Abies lasiocarpa,27.94,normal
886,9,A,6/10/12,Picea engelmannii,26.2,dry
887,9,B,6/13/11,Abies lasiocarpa,30.48,normal
888,9,B,6/13/11,Picea engelmannii,2.54,dry
889,9,B,6/13/11,Picea engelmannii,5.08,dry
890,9,B,6/13/11,Picea engelmannii,7.62,dry
891,9,B,6/13/11,Picea engelmannii,10.16,dry
892,9,B,6/13/11,Picea engelmannii,12.7,normal
893,9,B,6/13/11,Picea engelmannii,17.78,normal
894,9,B,6/13/11,Picea engelmannii,22.86,dry
895,9,B,6/13/11,Picea engelmannii,27.94,normal
896,9,B,6/13/11,Picea engelmannii,30.48,dry
897,9,B,6/13/11,Picea engelmannii,35.56,dry
898,9,B,6/13/11,Picea engelmannii,58.42,normal
899,9,B,6/13/11,Sambucus racemosa,0.635,dry
900,9,B,6/13/11,Pseudotsuga menziesii,0.635,dry
901,9,B,6/13/11,Pseudotsuga menziesii,12.7,normal
902,9,B,6/13/11,Pseudotsuga menziesii,17.78,normal
903,9,B,6/13/11,Pseudotsuga menziesii,45.72,dry
904,9,B,6/13/11,Jamesia americana,0.635,dry
905,9,B,6/13/11,Abies lasiocarpa,0.635,normal
906,9,B,6/13/11,Abies lasiocarpa,2.54,dry
907,9,B,6/10/12,Picea engelmannii,0.635,dry
908,9,B,6/10/12,Picea engelmannii,0.635,normal
909,9,B,6/10/12,Picea engelmannii,2.54,normal
910,9,B,6/10/12,Picea engelmannii,5.08,dry
911,9,B,6/10/12,Picea engelmannii,7.62,dry
912,9,B,6/10/12,Picea engelmannii,10.16,normal
913,9,B,6/10/12,Picea engelmannii,12.7,normal
914,9,B,6/10/12,Picea engelmannii,17.78,dry
915,9,B,6/10/12,Sambucus racemosa,15.24,dry
916,9,B,6/10/12,Pseudotsuga menziesii,45.72,normal
917,9,B,6/10/12,Pseudotsuga menziesii,0.635,dry
918,9,B,6/10/12,Pseudotsuga menziesii,0.635,normal
919,9,B,6/10/12,Pseudotsuga menziesii,2.54,dry
920,9,B,6/10/12,Jamesia americana,5.08,dry
921,9,B,6/10/12,Abies lasiocarpa,7.62,normal
922,9,B,6/10/12,Abies lasiocarpa,10.16,dry
923,9,B,6/10/12,Abies lasiocarpa,12.7,normal
924,9,B,6/10/12,Abies lasiocarpa,17.78,dry
925,9,B,6/10/12,Abies lasiocarpa,15.24,dry
926,9,B,6/10/12,Abies lasiocarpa,20.32,normal
927,9,B,6/10/12,Abies lasiocarpa,22.86,normal
928,10,A,6/13/11,Abies lasiocarpa,30.48,normal
929,10,A,6/13/11,Picea engelmannii,2.54,dry
930,10,A,6/13/11,Picea engelmannii,5.08,dry
931,10,A,6/13/11,Picea engelmannii,7.62,dry
932,10,A,6/13/11,Picea engelmannii,10.16,dry
933,10,A,6/13/11,Picea engelmannii,12.7,normal
934,10,A,6/13/11,Picea engelmannii,17.78,normal
935,10,A,6/13/11,Picea engelmannii,22.86,dry
936,10,A,6/13/11,Picea engelmannii,27.94,normal
937,10,A,6/13/11,Picea engelmannii,30.48,dry
938,10,A,6/13/11,Picea engelmannii,35.56,dry
939,10,A,6/13/11,Picea engelmannii,58.42,normal
940,10,A,6/13/11,Sambucus racemosa,0.635,dry
941,10,A,6/13/11,Pseudotsuga menziesii,0.635,dry
942,10,A,6/13/11,Pseudotsuga menziesii,12.7,normal
943,10,A,6/13/11,Pseudotsuga menziesii,17.78,normal
944,10,A,6/13/11,Pseudotsuga menziesii,45.72,dry
945,10,A,6/13/11,Jamesia americana,0.635,dry
946,10,A,6/13/11,Abies lasiocarpa,0.635,normal
947,10,A,6/13/11,Abies lasiocarpa,2.54,dry
948,10,A,6/13/11,Abies lasiocarpa,5.08,normal
949,10,A,6/13/11,Abies lasiocarpa,7.62,dry
950,10,A,6/13/11,Abies lasiocarpa,10.16,dry
951,10,A,6/13/11,Abies lasiocarpa,12.7,normal
952,10,A,6/13/11,Abies lasiocarpa,17.78,normal
953,10,A,6/13/11,Abies lasiocarpa,15.24,dry
954,10,A,6/13/11,Abies lasiocarpa,20.32,dry
